authors,Desc,book_edition,book_format,book_isbn,book_pages,rating,book_rating_count,book_review_count,title,genres,image_url
JosÃ© Saramago|Giovanni Pontiero,"From Nobel Prizeâ€“winning author JosÃ© Saramago, a magnificent, mesmerizing parable of lossA city is hit by an epidemic of ""white blindness"" that spares no one. Authorities confine the blind to an empty mental hospital, but there the criminal element holds everyone captive, stealing food rations and assaulting women. There is one eyewitness to this nightmare who guides her chargesâ€”among them a boy with no mother, a girl with dark glasses, a dog of tearsâ€”through the barren streets, and their procession becomes as uncanny as the surroundings are harrowing. As Blindness reclaims the age-old story of a plague, it evokes the vivid and trembling horrors of the twentieth century, leaving readers with a powerful vision of the human spirit that's bound both by weakness and exhilarating strength.",,Paperback,9.78E+12,326 pages,4.1,153512,12638,Blindness,Fiction|Science Fiction|Dystopia|Science Fiction|Literature,https://images.gr-assets.com/books/1327866409l/2526.jpg
Stephenie Meyer,"Midnight Sun is the much anticipated retelling of Twilight from Edward Cullen's perspective. An unedited partial draft was illegally leaked onto the internet in 2008; consequently, author Stephenie Meyer put the project on indefinite hold. Shortly afterward, she posted a letter to her fans on her website including a link to the entire partial draft of the book so that those who wanted to read it could do so legally and with her consent; see URL for more information.Note: Do not add a cover. Do not add translations. Do not add any other editions.",,ebook,,264 pages,4.02,141284,9364,Midnight Sun,Young Adult|Paranormal|Vampires|Fantasy|Romance|Fantasy|Paranormal,
Alex Haley,"When he was a boy in Henning, Tennessee, Alex Haley's grandmother used to tell him stories about their familyâ€”stories that went back to her grandparents, and their grandparents, down through the generations all the way to a man she called ""the African."" She said he had lived across the ocean near what he called the ""Kamby Bolongo"" and had been out in the forest one day chopping wood to make a drum when he was set upon by four men, beaten, chained and dragged aboard a slave ship bound for Colonial America.Still vividly remembering the stories after he grew up and became a writer, Haley began to search for documentation that might authenticate the narrative. It took ten years and a half a million miles of travel across three continents to find it, but finally, in an astonishing feat of genealogical detective work, he discovered not only the name of ""the African""--Kunta Kinteâ€”but the precise location of Juffure, the very village in The Gambia, West Africa, from which he was abducted in 1767 at the age of sixteen and taken on the Lord Ligonier to Maryland and sold to a Virginia planter.Haley has talked in Juffure with his own African sixth cousins. On September 29, 1967, he stood on the dock in Annapolis where his great-great-great-great-grandfather was taken ashore on September 29, 1767. Now he has written the monumental two-century drama of Kunta Kinte and the six generations who came after himâ€”slaves and freedmen, farmers and blacksmiths, lumber mill workers and Pullman porters, lawyers and architectsâ€”and one author.But Haley has done more than recapture the history of his own family. As the first black American writer to trace his origins back to their roots, he has told the story of 25,000,000 Americans of African descent. He has rediscovered for an entire people a rich cultural heritage that slavery took away from them, along with their names and their identities. But Roots speaks, finally, not just to blacks, or to whites, but to all people and all races everywhere, for the story it tells is one of the most eloquent testimonials ever written to the indomitability of the human spirit.",,Mass Market Paperback,9.78E+12,729 pages,4.43,131531,2899,Roots: The Saga of an American Family,Historical|Historical Fiction|Fiction|Classics|Historical,https://images.gr-assets.com/books/1329398936l/546018.jpg
George R.R. Martin,"A comet the color of blood and flame cuts across the sky. Two great leadersâ€”Lord Eddard Stark and Robert Baratheonâ€”who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war. It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.Here is the second volume in George R.R. Martin magnificent cycle of novels that includes A Game of Thrones and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R.R. Martin stunning series is destined to stand as one of the great achievements of imaginative fiction.",,Paperback,9.78E+12,784 pages,4.41,671699,21669,A Clash of Kings,Fantasy|Fiction|Fantasy|Epic Fantasy|Science Fiction Fantasy,https://images.gr-assets.com/books/1358254974l/10572.jpg
Bill Watterson,"[ 








Box Set








 | Book One | Book Two | Book Three ]Calvin and Hobbes is unquestionably one of the most popular comic strips of all time. The imaginative world of a boy and his real-only-to-him tiger was first syndicated in 1985 and appeared in more than 2,400 newspapers when Bill Watterson retired on January 1, 1996. The entire body of Calvin and Hobbes cartoons published in a truly noteworthy tribute to this singular cartoon in The Complete Calvin and Hobbes. Composed of three hardcover, four-color volumes in a sturdy slipcase, this New York Times best-selling edition includes all Calvin and Hobbes cartoons that ever appeared in syndication. This is the treasure that all Calvin and Hobbes fans seek.",Three Volume Set,Hardcover,9.78E+12,1456 pages,4.82,31875,946,The Complete Calvin and Hobbes,Sequential Art|Comics|Humor|Sequential Art|Graphic Novels|Fiction,https://images.gr-assets.com/books/1473064526l/24812.jpg
Robert A. Heinlein,"NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.",,Paperback,9.78E+12,528 pages,3.91,246528,6960,Stranger in a Strange Land,Science Fiction|Fiction|Classics|Science Fiction Fantasy,https://images.gr-assets.com/books/1156897088l/350.jpg
Scott O'Dell,"An alternate cover edition can be found hereIn the Pacific there is an island that looks like a big fish sunning itself in the sea. Around it, blue dolphins swim, otters play, and sea elephants and sea birds abound. Once, Indians also lived on the island. And when they left and sailed to the east, one young girl was left behind.This is the story of Karana, the Indian girl who lived alone for years on the Island of the Blue Dolphins. Year after year, she watched one season pass into another and waited for a ship to take her away. But while she waited, she kept herself alive by building shelter, making weapons, finding food, and fighting her enemies, the wild dogs. It is not only an unusual adventure of survival, but also a tale of natural beauty and personal discovery.",,Paperback,9.78E+12,184 pages,3.81,259832,7333,Island of the Blue Dolphins,Young Adult|Fiction|Historical|Historical Fiction|Classics|Childrens,https://images.gr-assets.com/books/1475166260l/233818.jpg
Sarah J. Maas,"This is a previously published edition of  ISBN13: 9781599906959.After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for four years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilarating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her ... but it's the gruff Captain Westfall who seems to understand her best.Then one of the other contestants turns up dead ... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.",,Hardcover,,404 pages,4.22,424436,34566,Throne of Glass,Fantasy|Young Adult|Romance,https://images.gr-assets.com/books/1495278054l/7896527.jpg
